,TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureAvgInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches
993,95,86,77,75,73,71,94,72,49,29.93,10,10,10,13,6,20,0
994,93,82,71,75,71,64,94,68,41,30.06,10,9,2,18,6,31,0.05
995,93,81,69,68,66,64,84,64,44,30.08,10,10,10,7,2,10,0
996,93,82,70,73,69,67,93,70,47,29.94,10,10,10,10,3,15,0
997,94,84,74,75,72,69,100,73,46,29.96,10,10,6,9,3,15,0.0
998,92,84,76,76,71,69,82,66,49,30.02,10,10,9,14,3,18,0.0
999,94,83,72,74,71,69,93,70,46,29.97,10,10,3,12,3,17,0
1000,95,85,75,74,71,68,94,69,44,29.92,10,10,10,9,2,12,0
1001,96,85,75,75,72,70,90,67,46,29.94,10,10,10,7,1,0.0,0
1002,98,87,75,75,73,71,94,70,45,29.93,10,10,10,8,2,12,0
1003,99,88,76,75,73,71,94,68,42,29.97,10,10,10,10,3,16,0
1004,99,87,75,75,71,65,94,66,38,30.01,10,10,10,10,3,17,0
1005,96,86,75,75,69,61,91,62,33,29.99,10,10,7,10,2,13,0
1006,94,82,70,74,69,65,84,64,44,29.95,10,10,10,14,5,18,0
1007,93,85,76,77,74,72,94,73,52,29.96,10,9,2,14,5,20,0.03
1008,97,87,77,76,74,72,94,72,49,29.95,10,10,4,15,5,23,0.01
1009,88,79,70,76,73,69,100,83,65,29.98,10,9,0,13,4,21,0.76
1010,73,70,67,72,69,62,100,89,78,30.08,10,7,1,13,6,20,1.22
1011,80,74,67,64,62,61,87,71,54,30.07,10,10,10,9,3,13,0
1012,89,77,65,65,60,52,93,61,29,30.04,10,10,10,8,1,11,0
1013,86,75,63,62,55,50,87,61,34,30.15,10,10,10,12,5,21,0
1014,83,72,60,55,52,50,73,54,34,30.14,10,10,10,8,2,12,0
1015,80,70,59,61,56,53,87,65,42,30.06,10,10,10,7,1,13,0.0
1016,85,72,58,60,58,53,93,65,37,30.02,10,10,10,8,2,11,0
1017,87,75,62,64,61,59,90,66,42,29.91,10,10,9,10,3,14,0
1018,91,81,70,72,69,65,90,69,47,29.8,10,10,8,12,5,20,0
1019,92,84,75,74,72,68,94,72,49,29.87,10,10,10,13,5,21,0
1020,92,84,76,74,72,68,94,71,47,29.91,10,10,10,16,5,23,0.0
1021,89,76,63,73,69,58,94,74,53,30.02,10,10,7,16,5,26,0.0
1022,86,74,61,63,60,57,90,69,48,30.18,10,10,10,9,5,16,0
1023,84,71,58,58,47,41,73,49,24,30.21,10,10,10,8,4,14,0
1024,84,68,52,52,46,39,83,53,23,30.16,10,10,10,7,1,11,0
1025,88,71,53,59,53,48,83,57,30,30.09,10,10,10,9,1,13,0
1026,91,76,61,72,65,57,84,66,47,30.04,10,10,10,10,3,17,0
1027,89,79,68,73,69,62,94,73,51,30.09,10,10,4,12,2,16,0.17
1028,87,77,67,71,67,62,100,74,48,30.1,10,7,0,14,3,24,0.0
1029,91,81,71,71,70,67,93,70,47,30.02,10,10,10,12,4,21,0
1030,94,85,75,72,70,64,87,66,44,29.94,10,10,10,14,5,20,0
1031,94,84,74,72,70,63,93,69,44,29.86,10,10,10,12,6,23,0
1032,93,84,75,73,71,66,87,67,47,29.85,10,10,10,13,6,22,0
1033,92,84,75,74,71,66,94,71,47,29.93,10,10,10,12,5,18,0
1034,83,74,65,70,61,44,93,60,26,30.07,10,10,10,17,7,29,0
1035,77,65,53,47,45,41,71,50,28,30.23,10,10,10,9,3,15,0
1036,80,64,47,48,45,41,86,57,27,30.17,10,10,10,9,2,16,0
1037,84,70,55,62,55,47,86,63,39,30.15,10,10,10,13,3,19,0.0
1038,86,77,67,67,64,61,93,71,48,30.19,10,10,10,10,4,16,0.0
1039,86,77,67,66,63,59,100,72,44,30.16,10,8,1,10,3,17,0
1040,87,76,64,66,62,60,93,69,44,30.12,10,10,10,10,2,14,0
1041,88,76,64,67,62,58,93,68,43,30.16,10,10,10,9,3,14,0
1042,86,74,61,64,60,57,90,67,44,30.16,10,10,10,12,2,16,0
1043,86,75,64,65,62,58,93,68,42,30.13,10,10,8,12,2,21,0
1044,87,76,65,67,63,54,100,67,34,30.11,10,10,8,10,2,14,0
1045,86,73,60,69,62,58,100,72,44,30.05,10,8,0,12,3,17,0
1046,91,81,71,73,71,64,100,72,44,29.98,10,9,1,15,5,22,0.33
1047,88,81,73,74,72,69,100,78,55,30.06,10,9,5,12,6,17,0.01
1048,80,74,68,73,70,66,93,84,74,30.19,10,8,0,16,5,25,1.07
1049,73,71,68,67,66,64,93,89,84,30.24,10,9,6,8,4,11,0
1050,72,68,63,68,66,59,100,91,81,30.22,10,6,1,7,2,12,0.24
1051,76,68,59,67,60,57,93,85,76,30.13,10,10,5,12,2,20,0.07
1052,71,66,61,69,65,61,100,94,87,30.09,10,5,1,7,2,12,0.08
1053,69,66,62,66,64,62,100,92,84,30.16,10,8,2,10,4,16,0.49
1054,65,63,60,62,61,58,100,94,87,30.23,10,6,1,10,6,17,0.17
1055,71,64,56,58,55,53,90,72,53,30.29,10,10,8,8,3,12,0
1056,74,65,55,60,57,54,100,79,57,30.25,10,8,2,8,2,12,0.0
1057,77,67,57,58,57,54,93,72,50,30.22,10,8,1,9,4,13,0
1058,76,65,54,58,55,52,93,75,57,30.18,10,10,9,7,2,12,0
1059,82,69,56,62,58,55,100,74,48,30.09,10,6,0,9,2,16,0
1060,86,73,59,58,55,51,87,60,32,30.04,10,10,10,8,2,14,0
1061,86,71,55,57,52,49,86,58,30,29.97,10,10,10,9,3,18,0
1062,82,70,58,66,61,54,100,74,47,29.9,10,9,1,15,7,26,0
1063,79,66,52,68,55,31,90,62,34,30.1,10,10,10,17,7,29,0.0
1064,63,52,41,33,30,26,67,46,25,30.54,10,10,10,13,5,22,0
1065,67,51,35,36,32,27,85,55,24,30.35,10,10,10,10,2,15,0
1066,77,61,44,57,48,36,84,64,43,30.09,10,10,10,13,5,21,0
1067,76,69,62,69,64,57,97,83,69,29.94,10,9,2,13,5,23,0.49
1068,73,62,51,69,54,45,100,71,41,30.11,10,9,2,14,3,24,0.13
1069,76,61,46,60,52,45,93,70,46,30.19,10,10,10,8,1,12,0
1070,66,61,55,60,57,49,97,87,77,30.32,10,10,6,10,4,14,0.03
1071,70,62,53,56,51,47,83,69,55,30.31,10,10,10,7,2,9,0
1072,76,66,56,65,59,51,86,75,64,29.93,10,10,10,14,6,26,0
1073,79,65,51,66,49,33,84,53,21,29.57,10,10,10,17,6,28,0
1074,79,64,49,48,42,38,80,53,25,29.67,10,10,10,8,3,12,0
1075,67,55,42,42,33,26,66,45,24,30.02,10,10,10,13,4,20,0
1076,69,53,37,43,34,31,85,56,27,30.08,10,10,10,12,3,16,0
1077,64,58,51,57,49,43,90,77,63,30.05,10,10,5,10,4,17,0.22
1078,52,51,49,50,49,47,100,95,89,29.97,10,6,2,12,6,21,1.29
1079,53,51,49,49,48,46,93,88,83,30.01,10,8,2,13,6,19,0.37
1080,52,50,47,50,48,46,100,95,89,29.85,10,5,1,10,3,17,0.63
1081,58,51,43,48,45,43,100,84,67,29.94,10,8,0,17,4,27,0
1082,56,48,39,48,45,39,100,86,72,30.11,10,7,2,13,3,19,0
1083,52,44,36,44,31,20,83,68,52,30.49,10,10,9,21,10,32,0
1084,46,40,33,26,20,16,56,45,34,30.6,10,10,10,12,5,18,0
1085,52,44,35,50,37,27,96,75,54,30.37,10,8,2,9,3,15,0
1086,67,59,50,61,55,50,100,91,81,30.04,10,5,0,14,4,25,0.02
1087,67,57,46,52,47,41,93,73,52,30.02,10,10,10,10,3,17,0
1088,77,64,50,60,54,46,100,73,46,30.01,10,7,1,14,4,22,0
1089,57,50,43,48,43,38,89,78,66,30.18,10,10,7,12,4,17,0
1090,54,50,45,43,42,40,92,78,63,30.31,10,7,2,12,5,20,0
1091,67,59,51,61,54,41,96,82,68,29.94,10,8,2,12,5,21,0
1092,76,55,34,67,59,21,100,80,59,29.78,10,6,2,21,6,35,0
1093,37,32,26,18,12,10,58,48,38,30.49,10,10,10,21,12,35,0
1094,45,34,23,17,12,8,59,42,24,30.68,10,10,10,13,5,21,0
1095,59,47,35,25,20,15,59,40,20,30.46,10,10,10,7,2,11,0
1096,71,57,43,40,32,25,55,41,27,30.2,10,10,10,12,4,19,0
1097,68,59,50,40,36,33,63,48,32,30.26,10,10,9,12,4,19,0
1098,68,60,52,64,54,37,100,74,47,30.1,10,6,0,7,1,10,0.01
1099,78,72,65,68,66,64,100,85,69,30.02,10,9,5,17,7,28,0.0
1100,80,74,68,67,65,64,90,74,58,29.94,10,10,10,17,9,32,0
1101,84,77,70,70,69,67,93,74,55,30.11,10,10,7,12,4,20,0.0
1102,76,69,62,68,58,47,97,72,46,30.2,10,10,10,7,1,11,0.0
1103,83,73,62,67,64,56,93,72,51,30.08,10,9,4,12,3,20,0
1104,70,60,49,65,27,16,84,51,18,30.38,10,10,10,18,9,30,0
1105,55,52,49,34,23,18,48,38,27,30.31,10,10,10,12,4,16,0.0
1106,77,64,51,61,51,36,90,70,50,29.9,10,10,4,10,3,18,0.0
1107,73,63,53,60,52,39,97,74,43,29.85,10,8,0,7,2,0.0,0
1108,73,64,52,62,54,44,100,79,38,29.85,10,8,1,15,5,25,0.4
1109,75,60,44,44,39,31,80,52,24,30.04,10,10,10,12,4,23,0
1110,48,42,37,31,28,24,68,58,48,30.13,10,10,10,10,6,17,0
1111,62,49,34,47,35,18,79,64,50,29.96,10,10,7,15,4,28,0
1112,34,29,23,18,15,13,60,55,49,30.31,10,10,10,17,10,28,0
1113,44,32,19,13,11,6,73,48,22,30.74,10,10,10,12,4,21,0
1114,53,37,21,32,18,11,81,50,19,30.64,10,10,10,14,4,22,0
1115,71,57,43,55,47,35,89,69,49,30.3,10,10,10,15,5,27,0
1116,79,69,59,58,56,53,90,66,42,30.02,10,10,10,17,7,35,0
1117,80,70,59,63,60,57,93,72,51,29.95,10,10,9,16,8,29,0
1118,81,74,67,65,63,59,87,70,52,30.04,10,10,7,14,8,26,0
1119,78,67,56,69,63,51,100,74,48,30.25,10,8,0,14,7,24,0.65
1120,56,52,47,51,50,46,100,92,83,30.33,9,3,1,8,4,13,0.07
1121,73,62,51,66,59,50,100,87,73,30.01,10,4,1,17,5,29,0.61
1122,70,64,58,61,56,51,97,78,58,29.97,10,9,1,9,1,16,0.3
1123,59,54,48,55,48,46,100,86,72,30.11,10,7,0,14,6,22,1.57
1124,56,52,47,52,48,46,100,93,86,30.09,10,8,2,9,4,14,0.51
1125,71,62,52,55,52,50,100,79,57,29.83,10,10,10,12,3,18,0.0
1126,76,62,47,55,50,46,93,66,38,29.74,10,9,5,8,1,11,0
1127,81,65,48,58,51,33,100,62,23,29.58,10,7,0,21,6,38,0.02
1128,70,62,53,42,34,27,47,38,28,29.75,10,10,10,24,11,43,0
1129,76,61,46,39,36,34,65,44,23,29.94,10,10,10,10,4,16,0
1130,84,67,50,64,51,36,87,62,37,29.71,10,10,10,14,7,25,0
1131,69,59,48,63,36,27,84,53,22,29.92,10,10,10,15,7,24,0
1132,59,50,40,30,27,24,64,46,28,30.27,10,10,10,10,3,14,0
1133,58,48,38,30,24,21,70,48,26,30.35,10,10,10,13,5,19,0
1134,61,50,39,37,31,21,82,52,22,30.35,10,10,10,14,6,22,0.0
1135,70,55,40,34,30,28,65,44,22,30.32,10,10,10,14,6,22,0
1136,79,63,47,35,30,26,61,38,15,30.19,10,10,10,12,5,18,0
1137,78,61,44,50,36,29,67,44,21,30.03,10,10,10,13,4,21,0
1138,82,67,51,59,52,45,100,68,35,29.98,10,8,2,14,4,20,0
1139,64,55,46,39,35,32,65,52,39,30.22,10,10,10,13,7,20,0
1140,53,49,45,37,34,31,61,57,53,30.37,10,10,10,13,6,21,0.0
1141,51,49,47,52,46,36,100,77,54,30.24,10,4,1,9,1,12,0.02
1142,72,62,51,64,59,51,100,89,78,30.06,10,6,0,12,3,19,0.0
1143,78,73,67,67,65,63,93,76,58,29.91,10,9,3,12,5,22,0.0
1144,86,71,56,66,54,36,100,59,17,29.8,10,8,2,13,2,22,0
1145,87,69,51,46,41,33,77,49,21,29.88,10,10,10,18,5,26,0
1146,68,56,43,37,31,28,54,39,24,30.28,10,10,10,10,5,19,0
1147,79,65,51,63,51,36,87,70,52,30.16,10,10,7,7,3,22,0
1148,86,76,66,67,64,62,93,71,48,29.99,10,8,5,12,6,21,0
1149,79,73,66,66,61,49,93,73,52,30.09,10,9,5,14,5,21,0
1150,78,71,63,64,55,42,84,63,42,30.05,10,10,10,18,9,28,0.0
1151,67,57,47,62,47,37,93,80,66,29.94,10,8,2,20,9,32,0.86
1152,65,54,43,38,33,27,82,53,24,30.16,10,10,10,16,7,24,0
1153,70,55,40,39,36,34,79,54,28,30.1,10,10,10,12,3,15,0
1154,77,64,50,60,50,41,93,67,41,29.85,10,10,10,13,6,22,0
1155,86,74,62,64,56,45,90,58,26,29.78,10,10,10,12,6,20,0
1156,81,71,61,68,66,59,90,76,62,29.84,10,7,2,20,8,37,0.09
1157,70,64,58,59,57,54,100,80,59,29.95,10,8,1,21,4,34,1.12
1158,82,67,52,55,43,37,100,61,21,29.97,10,10,9,15,6,26,0
1159,87,69,51,49,45,40,71,48,24,29.86,10,10,10,10,3,15,0
1160,90,73,55,60,49,42,73,50,26,29.64,10,10,10,15,5,25,0
1161,80,67,54,50,35,28,43,31,18,29.8,10,10,10,17,6,23,0
1162,63,54,44,33,28,22,58,42,25,30.13,10,10,10,13,6,22,0
1163,72,57,42,64,50,33,93,77,60,29.95,10,10,9,12,3,18,0.0
1164,82,74,66,66,65,64,93,76,58,29.92,10,8,4,13,6,21,0.0
1165,80,75,69,68,67,66,90,79,67,29.89,10,7,2,14,7,24,0
1166,73,64,54,67,45,23,93,59,24,30.08,10,9,7,21,8,29,0
1167,66,58,49,28,22,19,42,30,18,30.4,10,10,10,13,5,23,0
1168,71,56,40,38,29,24,70,45,19,30.48,10,10,10,14,6,23,0
1169,59,57,54,57,52,39,100,72,44,30.33,10,6,2,13,4,18,0.66
1170,75,66,57,65,60,57,100,84,68,30.11,10,6,1,12,4,19,0.27
1171,84,76,68,67,66,64,93,76,58,29.94,10,10,10,16,9,29,0.0
1172,77,69,61,67,51,34,93,61,29,30.12,10,10,5,17,6,25,0.0
1173,76,68,60,64,50,33,78,56,34,30.23,10,10,10,12,4,17,0.0
1174,80,74,67,66,64,59,93,79,64,30.13,10,10,6,14,5,23,0.0
1175,83,73,62,65,62,59,93,70,47,30.11,10,10,10,12,2,18,0.0
1176,66,64,61,64,62,59,100,94,87,30.09,10,6,1,9,4,15,0.73
1177,62,55,47,60,47,43,93,85,77,30.21,10,9,4,18,7,31,0.01
1178,70,58,48,52,48,46,100,85,44,30.14,10,6,2,12,3,18,0.01
1179,73,57,40,46,43,41,57,46,35,30.24,10,10,10,12,3,18,0
1180,75,62,49,54,49,44,86,64,41,30.26,10,9,0,14,6,21,0
1181,79,69,58,63,59,55,100,78,56,30.19,10,7,2,14,6,24,0.02
1182,83,74,65,64,62,61,87,69,51,30.12,10,10,9,15,8,24,0
1183,84,75,65,66,63,61,93,72,51,30.23,10,10,7,10,4,16,0
1184,85,75,65,65,62,59,93,69,44,30.2,10,10,9,12,6,21,0
1185,85,75,64,65,60,53,87,63,39,30.11,10,10,10,13,7,21,0
1186,85,74,63,63,61,59,93,70,47,30.06,10,10,8,13,8,23,0
1187,83,76,68,64,62,58,87,67,47,30.07,10,10,10,14,7,23,0
1188,85,75,65,63,59,43,87,56,24,30.02,10,10,10,24,10,38,0
1189,83,72,60,71,63,51,90,68,45,29.91,10,8,2,17,6,28,0.05
1190,84,69,53,51,46,41,71,48,25,29.97,10,10,10,12,4,17,0
1191,86,75,63,66,61,51,93,67,40,29.84,10,8,2,18,8,27,0
1192,86,78,70,67,66,65,90,73,55,29.83,10,9,4,13,5,20,0
1193,86,78,70,68,66,60,90,67,44,29.78,10,8,4,22,10,35,0
1194,84,72,60,68,56,42,100,62,24,29.76,10,8,1,15,5,27,0.73
1195,82,68,54,50,46,39,77,50,23,29.85,10,10,10,15,4,26,0
1196,86,71,55,59,53,48,80,56,32,29.76,10,10,10,18,6,27,0
1197,76,71,65,65,63,59,93,79,64,29.82,10,10,10,16,8,26,0
1198,77,67,57,67,61,51,93,74,54,29.75,10,7,1,16,6,29,0.71
1199,90,70,49,54,51,47,93,58,23,29.72,10,10,10,10,2,17,0
1200,89,75,60,62,55,50,72,52,32,29.67,10,10,10,14,5,22,0
1201,75,64,52,43,39,36,63,45,27,30.04,10,10,10,21,8,34,0
1202,79,64,49,47,43,40,77,52,27,30.21,10,10,10,9,3,15,0
1203,81,67,52,51,48,44,77,55,32,30.17,10,10,10,12,4,20,0
1204,82,69,56,62,58,52,93,72,51,29.99,10,10,10,15,7,26,0
1205,81,74,66,66,64,61,87,73,58,29.9,10,10,10,15,8,26,0
1206,80,76,71,73,69,65,90,82,74,29.98,10,8,1,13,7,22,0.1
1207,72,67,62,70,65,59,100,94,87,30.12,10,8,1,10,4,18,0.34
1208,78,70,61,65,61,59,97,79,60,30.16,10,10,7,10,4,15,0
1209,82,75,67,66,64,58,100,77,54,30.14,10,9,5,14,6,23,0.0
1210,84,75,65,64,62,57,93,69,45,30.07,10,10,5,12,5,20,0
1211,84,76,67,66,64,63,87,71,54,30.03,10,10,9,14,7,25,0
1212,84,77,69,68,66,65,90,73,55,30.01,10,10,10,14,6,21,0
1213,80,72,63,67,65,57,90,80,69,30,10,10,6,16,5,26,0.0
1214,82,72,61,65,62,58,90,73,55,30,10,10,10,10,4,16,0
1215,85,77,68,66,65,64,87,71,55,30.02,10,10,9,14,6,22,0.0
1216,88,79,70,68,67,65,90,73,55,30,10,10,10,12,6,20,0
1217,89,80,71,67,66,65,84,66,48,29.86,10,10,9,14,7,23,0
1218,73,65,57,67,55,44,86,69,52,29.99,10,10,4,14,7,23,0.01
1219,77,64,50,44,42,40,71,50,29,30.1,10,10,10,14,5,22,0
1220,82,65,48,54,49,44,86,61,35,29.87,10,10,10,14,4,22,0
1221,90,76,62,70,65,54,90,73,55,29.58,10,10,10,16,7,26,0
1222,91,77,62,70,57,37,84,51,17,29.56,10,10,8,18,8,30,0
1223,86,70,53,64,50,44,84,58,31,29.72,10,10,10,15,7,26,0
1224,95,83,70,72,68,63,84,64,43,29.58,10,9,7,17,9,26,0
1225,92,79,66,73,66,44,82,64,45,29.59,10,7,4,18,9,30,0.01
1226,78,65,52,54,44,35,63,43,22,29.89,10,10,7,18,6,33,0.05
1227,91,71,51,56,48,42,77,50,23,29.93,10,10,10,14,6,23,0
1228,92,77,62,63,56,47,84,57,30,29.9,10,10,10,16,7,25,0
1229,95,80,64,72,66,47,93,66,39,29.8,10,9,5,18,8,31,0.0
1230,79,70,60,47,43,39,60,43,25,30.03,10,10,10,18,8,34,0
1231,86,71,55,48,42,38,67,44,20,30.03,10,10,10,13,4,20,0
1232,91,73,54,53,49,46,77,52,27,29.95,10,10,10,12,4,17,0
1233,88,75,61,59,57,56,78,56,34,29.94,10,10,10,15,6,23,0
1234,84,74,64,63,61,58,87,66,45,29.97,10,10,10,16,8,23,0
1235,76,71,66,72,68,63,93,86,78,29.96,10,9,2,12,6,18,0.04
1236,83,77,71,70,68,66,90,76,62,29.91,10,9,7,14,7,23,0.0
1237,88,80,71,72,70,67,93,73,53,29.88,10,7,2,15,3,25,0.22
1238,88,76,63,70,57,50,93,61,29,29.9,10,9,4,14,7,25,0
1239,89,74,58,58,54,52,80,54,27,29.91,10,10,10,10,3,16,0
1240,93,78,62,65,61,58,90,63,36,29.89,10,10,10,13,5,20,0
1241,92,80,67,66,64,63,93,67,41,29.9,10,10,9,15,7,24,0
1242,86,78,70,69,67,65,90,74,57,29.8,10,10,10,20,9,32,0
1243,90,80,70,74,69,58,100,67,34,29.77,10,8,2,14,5,24,0.12
1244,94,84,73,73,71,65,94,72,49,29.75,10,8,5,20,10,33,0.0
1245,95,85,75,71,69,67,87,64,41,29.74,10,10,10,18,9,28,0
1246,84,75,66,71,67,65,93,77,61,29.89,10,9,1,15,4,23,1.22
1247,78,70,62,67,61,57,93,74,54,30.05,10,8,1,14,6,25,0.67
1248,77,69,61,65,62,58,93,81,69,29.99,10,10,7,9,4,16,0.02
1249,86,72,58,65,62,51,100,73,45,29.89,10,8,2,21,5,33,0.07
1250,87,72,56,55,49,43,86,54,21,29.83,10,10,10,12,5,19,0
1251,94,78,62,70,60,52,76,55,34,29.72,10,10,10,17,7,29,0
1252,92,84,75,75,72,70,87,70,52,29.81,10,10,7,13,6,24,0
1253,97,87,76,76,74,72,94,71,48,29.85,10,6,2,15,7,23,0.01
1254,94,80,66,73,71,62,93,73,52,29.87,10,9,2,18,4,34,0.47
1255,88,78,68,69,67,64,93,70,46,30,10,10,10,8,2,11,0
1256,88,78,68,68,66,63,90,68,45,30.02,10,10,10,8,2,14,0
1257,85,77,68,70,68,62,97,74,51,30.01,10,10,9,17,2,26,0.02
1258,89,78,67,71,68,65,97,75,53,29.95,10,10,9,10,4,16,0
1259,92,83,74,72,71,66,93,70,47,29.92,10,10,10,12,5,16,0.0
1260,92,82,71,73,71,65,94,69,44,29.9,10,10,2,12,4,20,0.24
1261,91,80,68,71,69,66,100,76,52,29.83,10,9,2,12,1,24,0.17
1262,90,78,66,70,68,65,100,72,44,29.74,10,9,0,25,3,41,1.39
1263,92,81,70,70,66,60,97,67,36,29.82,10,10,10,14,5,25,0
1264,95,83,70,68,62,54,84,55,26,29.9,10,10,10,9,3,17,0
1265,93,83,73,68,66,64,79,60,41,29.9,10,10,10,9,4,14,0
1266,90,82,74,71,69,65,87,69,50,29.87,10,10,10,13,6,20,0
1267,93,82,70,69,65,59,84,62,40,29.86,10,10,10,14,6,21,0
1268,93,83,73,70,68,62,87,62,36,29.9,10,10,10,13,7,21,0
1269,94,85,75,72,68,62,87,62,36,29.89,10,10,2,15,7,22,0.0
1270,98,87,76,73,71,68,88,63,38,29.87,10,10,10,18,7,27,0
1271,96,87,78,74,71,67,85,63,41,29.9,10,10,7,14,8,23,0
1272,99,88,76,74,71,67,94,65,35,29.92,10,10,10,13,7,20,0
1273,98,88,77,73,70,66,82,60,38,29.82,10,10,10,16,7,29,0
1274,101,89,77,75,72,68,85,61,36,29.73,10,10,10,15,8,28,0
1275,100,89,78,74,71,67,85,60,35,29.75,10,10,10,13,7,23,0
1276,92,84,76,74,72,68,94,72,49,29.92,10,10,2,13,4,19,0.01
1277,98,87,76,72,69,66,82,60,38,29.92,10,10,10,10,5,17,0
1278,97,86,75,72,64,53,82,54,26,29.79,10,10,10,14,6,22,0
1279,99,88,76,72,67,64,74,54,33,29.67,10,10,10,10,5,17,0
1280,104,91,78,75,72,68,91,63,35,29.76,10,10,8,14,7,22,0
1281,85,79,72,76,71,66,85,70,55,30.02,10,8,1,13,5,23,0.14
1282,90,83,75,74,71,67,87,67,47,30.11,10,10,7,13,5,19,0.02
1283,91,82,72,74,72,67,100,74,47,30.08,10,8,1,15,2,22,1.07
1284,91,81,71,74,72,67,100,75,50,30,10,7,2,20,3,30,0.01
1285,92,82,71,72,70,67,93,70,47,29.91,10,10,10,10,4,18,0
1286,99,87,75,75,73,70,94,68,42,29.85,10,10,10,13,6,23,0
1287,98,89,79,75,73,70,85,64,42,29.88,10,10,10,16,8,27,0
1288,98,89,79,76,72,66,85,62,38,30.02,10,9,6,15,7,24,0.0
1289,100,89,78,75,72,66,91,63,35,30.06,10,10,8,14,6,25,0
1290,99,88,76,74,71,67,88,62,35,30,10,10,10,13,7,26,0
1291,101,90,78,74,72,66,85,60,35,29.97,10,10,10,13,7,28,0
1292,99,89,78,74,70,60,85,58,31,30.01,10,10,10,13,6,19,0
1293,100,89,77,74,71,63,88,60,31,30.06,10,10,10,12,4,20,0
1294,99,87,75,74,71,65,88,61,33,30.05,10,10,10,15,3,27,0.02
1295,100,88,75,71,67,62,87,59,31,30.02,10,10,10,9,3,17,0
1296,101,89,77,71,67,60,82,56,29,29.99,10,10,10,12,4,19,0
1297,100,88,76,72,65,58,87,57,26,29.95,10,10,10,12,5,20,0
1298,101,89,77,73,69,58,88,58,27,29.96,10,10,10,14,7,22,0
1299,101,89,77,73,70,59,88,59,29,29.99,10,10,10,13,6,20,0
1300,102,90,77,74,70,63,88,59,29,30.06,10,10,10,10,3,19,0
1301,101,89,77,74,69,61,88,58,27,30.07,10,10,10,15,4,22,0
1302,103,87,71,73,70,63,100,65,29,30.01,10,9,2,23,3,35,0.16
1303,99,84,68,71,69,65,100,67,33,29.93,10,9,6,12,3,24,0
1304,98,88,77,75,71,66,88,63,38,29.9,10,10,10,16,3,23,0.0
1305,100,88,76,74,70,65,88,61,33,29.98,10,10,10,14,5,20,0
1306,101,89,77,74,70,63,88,60,31,30.07,10,10,10,18,5,29,0
1307,103,90,77,75,69,61,85,56,27,30.03,10,10,10,14,5,22,0
1308,104,91,77,74,68,61,85,56,27,29.95,10,10,10,14,5,24,0.0
1309,103,90,77,74,68,61,88,58,27,29.9,10,10,10,13,6,22,0
1310,103,90,77,74,71,66,85,58,31,29.88,10,10,2,13,4,24,0.04
1311,102,89,76,75,71,56,91,60,29,29.95,10,10,9,13,3,19,0.01
1312,103,91,78,75,71,63,91,61,31,30.03,10,10,9,15,7,24,0
1313,103,91,78,75,70,61,91,58,25,30.03,10,10,10,15,6,27,0.0
1314,103,89,75,71,67,61,82,54,25,29.97,10,10,10,12,5,21,0
1315,105,91,76,71,64,55,87,54,20,29.9,10,10,10,14,5,20,0
1316,107,92,77,72,64,55,82,51,19,29.86,10,10,10,12,4,17,0
1317,106,93,79,70,68,63,69,48,27,29.91,10,10,10,13,4,20,0
1318,99,88,77,66,61,54,64,43,22,29.97,10,10,10,12,4,20,0
